id,Leave_Next_Month,Gender,Pensioner,Married,Children,Months_with_company,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Type_contract,Paperless_Billing,Payment_Method,Monthly_Payment,Total_Payment
5676,1,F,0,N,N,1,Y,N,DSL,N,N,N,N,Y,N,Per_month,Y,Check_mailed,53.55,53.55
5677,0,M,0,N,N,51,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_electron,19.1,1007.8
5680,0,M,0,N,N,48,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,19.95,1004.5
5685,1,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,19.3,19.3
5686,0,F,0,N,N,27,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.15,501.35
5688,1,M,0,N,N,1,Y,N,DSL,N,N,Y,N,N,N,Per_month,Y,Check_mailed,49.65,49.65
5693,0,M,0,Y,N,31,Y,N,DSL,Y,Y,Y,Y,N,Y,Year-1,Y,Credit_card_auto,75.5,2424.45
5695,0,F,0,N,N,2,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.4,61.05
5697,1,M,1,N,N,22,Y,Y,Fiber optic,N,N,N,Y,Y,N,Per_month,Y,Bank_transfer_auto,90.5,1910.6
5698,0,F,0,Y,Y,55,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,19.15,998.1
5701,0,F,0,Y,Y,35,N,No_phone,DSL,N,N,N,Y,Y,N,Year-1,N,Check_mailed,40.9,1383.6
5703,1,F,0,N,N,1,Y,N,DSL,Y,N,N,N,N,N,Per_month,Y,Credit_card_auto,48.6,48.6
5704,0,M,0,N,N,17,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,70.8,1207
5705,0,M,0,Y,Y,10,Y,N,DSL,N,N,Y,N,Y,N,Per_month,N,Check_mailed,60.2,563.5
5706,0,M,0,N,Y,15,Y,N,DSL,N,N,Y,Y,N,N,Year-1,N,Credit_card_auto,55.2,864.55
5707,1,F,1,N,N,40,N,No_phone,DSL,Y,Y,N,N,Y,Y,Per_month,Y,Check_electron,55.8,2109.35
5708,0,F,0,Y,Y,13,Y,N,DSL,Y,N,N,Y,N,N,Year-1,N,Bank_transfer_auto,54.15,701.05
5710,1,F,0,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,75.5,220.6
5712,0,F,0,N,N,45,Y,N,DSL,Y,Y,N,Y,N,N,Year-1,Y,Credit_card_auto,62.55,2796.45
5713,0,F,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,N,N,Year-2,Y,Bank_transfer_auto,70.45,5165.7
5715,1,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Bank_transfer_auto,20.2,20.2
5717,0,M,0,N,N,2,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.75,44.2
5721,1,F,0,Y,N,3,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Credit_card_auto,74.75,229.5
5723,0,M,0,N,N,40,Y,N,DSL,N,N,N,Y,N,N,Per_month,Y,Check_electron,51.1,2092.9
5724,0,M,1,Y,N,62,Y,Y,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Bank_transfer_auto,89.8,5629.55
5730,1,F,0,N,N,39,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Per_month,Y,Check_electron,103.45,3994.45
5731,0,M,0,Y,N,3,N,No_phone,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,25.0,78.25
5736,1,M,0,Y,N,14,N,No_phone,DSL,N,N,N,N,Y,Y,Per_month,N,Check_electron,46.35,667.7
5737,0,M,0,Y,Y,64,Y,Y,Fiber optic,N,N,Y,N,N,Y,Year-1,N,Credit_card_auto,90.25,5629.15
5738,1,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_electron,19.95,19.95
5743,1,M,0,N,N,1,Y,N,Fiber optic,N,N,N,Y,N,N,Per_month,Y,Check_electron,75.9,75.9
5745,0,M,0,Y,N,64,Y,Y,DSL,Y,N,N,N,Y,N,Year-1,Y,Credit_card_auto,66.15,4392.5
5746,1,M,0,N,Y,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.25,19.25
5747,0,F,0,Y,N,46,Y,N,DSL,N,Y,N,N,Y,Y,Per_month,Y,Credit_card_auto,69.1,3168
5749,0,F,0,Y,N,33,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.05,669.45
5753,1,F,0,N,N,7,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,79.0,522.95
5755,0,M,0,N,N,65,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,25.1,1725
5757,0,M,0,Y,N,18,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,94.75,1691.9
5758,0,M,0,Y,N,24,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,93.0,2248.05
5761,0,M,0,N,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_electron,19.85,63
5762,1,F,0,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,70.25,70.25
5763,0,F,0,Y,Y,37,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,95.25,3314.15
5765,0,M,0,N,N,34,N,No_phone,DSL,N,N,N,N,N,N,Per_month,Y,Bank_transfer_auto,25.05,852.7
5767,0,F,0,Y,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_electron,20.15,91.4
5768,0,F,1,Y,N,39,Y,Y,Fiber optic,N,N,N,Y,Y,Y,Per_month,Y,Check_electron,101.25,3949.15
5769,0,M,1,Y,N,43,Y,N,Fiber optic,N,Y,Y,N,Y,Y,Year-1,Y,Bank_transfer_auto,100.55,4304
5771,0,F,0,Y,N,61,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,25.3,1554.9
5772,0,F,0,Y,N,49,Y,Y,DSL,Y,Y,Y,N,N,Y,Year-1,N,Check_electron,71.8,3472.05
5773,0,M,0,N,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.7,117.8
5775,0,M,0,N,N,3,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,69.6,207.4
5779,1,M,0,N,N,8,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,86.55,649.65
5780,1,F,1,Y,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,20.85,20.85
5782,0,F,0,Y,N,1,N,No_phone,DSL,N,N,N,N,N,Y,Per_month,N,Check_electron,35.0,35
5783,1,F,0,N,N,39,N,No_phone,DSL,N,N,Y,N,Y,Y,Per_month,Y,Check_electron,50.75,2011.4
5786,1,M,1,N,N,6,Y,N,Fiber optic,Y,N,N,N,Y,N,Per_month,Y,Bank_transfer_auto,85.15,503.6
5787,0,M,0,N,N,43,Y,N,Fiber optic,Y,Y,Y,Y,N,N,Year-1,Y,Credit_card_auto,90.65,3882.3
5789,0,M,0,N,N,5,Y,N,Fiber optic,N,Y,N,N,N,N,Per_month,Y,Check_electron,74.65,383.65
5790,0,M,0,N,N,72,N,No_phone,DSL,Y,N,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,61.2,4390.25
5791,0,M,0,N,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.95,68.2
5793,0,M,1,Y,N,72,Y,Y,DSL,N,N,Y,N,Y,Y,Year-2,Y,Credit_card_auto,73.45,5329
5794,0,F,0,Y,N,33,Y,N,DSL,N,N,N,Y,N,N,Year-1,Y,Check_mailed,51.45,1758.9
5795,0,F,0,Y,N,72,Y,Y,Fiber optic,Y,N,N,N,N,N,Year-2,N,Bank_transfer_auto,80.45,5737.6
5796,1,M,0,Y,N,22,Y,N,DSL,Y,N,N,Y,N,N,Per_month,Y,Check_electron,54.2,1152.7
5797,1,F,0,Y,N,70,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-1,Y,Check_electron,109.5,7674.55
5799,0,M,0,N,N,15,Y,N,Fiber optic,N,N,Y,N,Y,N,Per_month,N,Check_electron,85.3,1219.85
5802,1,M,1,Y,Y,71,Y,Y,Fiber optic,Y,Y,N,N,Y,Y,Per_month,Y,Credit_card_auto,105.1,7548.1
5803,0,M,1,N,N,72,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,25.4,1809.35
5807,0,F,0,N,N,2,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,45.55,84.4
5809,0,F,0,N,N,12,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.3,228.75
5811,1,F,1,Y,N,20,Y,Y,Fiber optic,N,N,Y,N,Y,N,Per_month,N,Check_electron,90.8,1951
5813,0,M,1,N,N,49,Y,Y,DSL,Y,Y,Y,Y,N,Y,Year-2,N,Credit_card_auto,81.35,4060.9
5814,1,F,0,Y,Y,4,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,97.95,384.5
5815,1,M,0,N,N,32,Y,Y,Fiber optic,Y,Y,N,Y,Y,Y,Per_month,Y,Credit_card_auto,108.15,3432.9
5816,0,M,0,N,Y,2,Y,N,DSL,N,N,N,N,N,Y,Per_month,Y,Check_electron,55.3,108.65
5818,1,M,0,N,N,6,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Credit_card_auto,80.5,463.05
5819,0,F,0,Y,Y,24,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,19.7,494.05
5824,1,M,0,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,71.35,71.35
5826,0,F,0,Y,Y,47,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,21.3,1041.8
5827,0,F,0,Y,Y,70,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-2,Y,Check_electron,110.2,7689.8
5829,0,F,0,Y,Y,36,Y,N,DSL,Y,N,N,N,N,N,Per_month,N,Credit_card_auto,51.05,1815
5830,0,M,0,N,N,67,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,19.8,1311.3
5832,0,M,1,N,N,19,Y,N,Fiber optic,Y,N,N,N,N,Y,Per_month,Y,Check_electron,87.3,1637.3
5833,0,F,0,Y,Y,71,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,19.85,1326.35
5834,0,M,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,Y,Check_mailed,89.4,6376.55
5840,0,M,0,Y,Y,69,N,No_phone,DSL,Y,N,Y,Y,N,N,Year-2,N,Check_mailed,39.1,2779.5
5841,1,M,0,N,N,19,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,99.95,1931.75
5843,0,F,1,N,N,38,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,20.2,735.9
5845,0,F,0,Y,Y,61,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,24.2,1445.2
5847,0,M,0,Y,N,32,Y,Y,DSL,Y,N,N,Y,Y,N,Year-1,Y,Credit_card_auto,72.8,2333.05
5848,0,F,0,N,N,21,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Credit_card_auto,99.85,1992.55
5849,0,F,1,N,N,59,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Year-1,Y,Check_electron,99.5,5890
5852,0,M,0,Y,Y,69,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,26.0,1796.55
5853,0,M,0,N,N,2,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Credit_card_auto,19.9,33.7
5854,0,F,0,Y,Y,22,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Bank_transfer_auto,19.05,454.05
5855,0,M,1,Y,N,15,Y,Y,Fiber optic,Y,N,Y,N,Y,N,Per_month,Y,Check_electron,96.5,1392.25
5857,0,F,1,Y,N,28,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,25.7,734.6
5858,0,M,0,N,N,22,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,20.3,475.1
5860,0,M,1,Y,N,16,Y,N,Fiber optic,N,N,Y,Y,N,Y,Per_month,Y,Check_electron,91.55,1540.05
5861,0,F,0,Y,Y,48,N,No_phone,DSL,Y,Y,N,Y,N,N,Year-2,N,Check_mailed,39.4,1978.65
5867,0,F,0,Y,N,65,Y,N,DSL,N,N,N,Y,Y,N,Year-2,Y,Credit_card_auto,59.8,3808.2
5871,0,F,0,N,N,12,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.4,266.6
5872,0,M,0,Y,Y,69,Y,Y,DSL,N,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,81.95,5601.4
5873,0,F,0,N,N,35,Y,N,DSL,Y,Y,Y,N,N,N,Per_month,N,Check_electron,60.55,1982.6
5876,0,M,0,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,N,Y,Year-2,Y,Bank_transfer_auto,82.3,5980.55
5877,0,M,0,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,N,N,Year-2,N,Check_mailed,68.15,4808.7
5879,1,F,0,N,N,39,Y,N,Fiber optic,Y,N,Y,Y,Y,N,Year-1,Y,Check_electron,95.55,3692.85
5880,0,M,0,Y,Y,53,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,20.2,1068.15
5884,0,F,0,Y,N,18,Y,N,Fiber optic,Y,N,N,N,N,N,Per_month,N,Check_electron,74.8,1438.05
5885,0,M,0,Y,Y,46,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,20.2,917.45
5887,1,F,0,N,N,36,Y,N,Fiber optic,N,N,Y,Y,N,Y,Per_month,Y,Check_electron,87.55,3078.1
5888,0,F,0,Y,N,4,N,No_phone,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,25.15,99.95
5890,0,F,0,Y,Y,40,N,No_phone,DSL,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,50.85,2036.55
5891,0,M,0,Y,N,63,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Per_month,Y,Check_electron,102.4,6444.05
5894,0,M,1,Y,N,72,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,109.75,7932.5
5895,0,M,0,N,N,39,Y,Y,Fiber optic,Y,Y,N,N,Y,Y,Per_month,Y,Check_electron,106.4,4040.65
5896,0,F,0,Y,Y,47,N,No_phone,DSL,Y,Y,Y,N,Y,Y,Year-2,Y,Credit_card_auto,60.0,2768.65
5897,0,M,0,Y,N,19,Y,Y,Fiber optic,Y,Y,N,Y,N,N,Per_month,Y,Credit_card_auto,88.8,1672.35
5898,1,F,0,N,N,5,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,85.2,474.8
5900,0,F,0,N,N,17,Y,Y,Fiber optic,N,N,Y,N,N,N,Per_month,N,Bank_transfer_auto,80.05,1345.65
5902,0,F,0,N,N,42,Y,N,DSL,N,Y,N,N,N,N,Per_month,Y,Check_electron,49.55,2077.95
5904,0,F,0,Y,Y,71,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,23.9,1663.5
5909,0,F,0,N,N,6,Y,N,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Check_mailed,85.95,514.6
5910,1,F,0,Y,Y,17,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,85.45,1451.6
5911,0,M,0,Y,N,61,Y,Y,DSL,N,Y,Y,N,Y,Y,Year-2,N,Bank_transfer_auto,80.9,4932.5
5913,0,M,0,Y,Y,48,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,N,Credit_card_auto,111.8,5443.65
5917,1,M,0,N,Y,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,44.4,44.4
5918,0,M,0,N,N,65,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Year-2,N,Credit_card_auto,105.1,6631.85
5919,0,F,0,Y,Y,70,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,115.15,8250
5921,0,F,0,Y,N,69,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Check_electron,26.3,1763.55
5922,0,F,1,N,N,35,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,N,Check_electron,70.55,2419
5928,0,F,0,Y,Y,72,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,24.45,1709.1
5934,0,F,0,Y,N,65,Y,Y,Fiber optic,Y,N,Y,N,Y,Y,Per_month,Y,Check_electron,105.05,6914.95
5937,0,F,0,N,N,2,N,No_phone,DSL,N,Y,N,N,Y,Y,Per_month,N,Check_electron,51.4,96.8
5942,0,F,0,N,N,13,Y,Y,DSL,Y,N,Y,N,Y,Y,Per_month,Y,Check_electron,78.75,995.35
5943,0,M,1,Y,N,35,Y,Y,Fiber optic,N,N,Y,N,N,N,Year-1,Y,Bank_transfer_auto,81.6,2815.25
5944,0,F,0,Y,N,2,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Credit_card_auto,70.4,154.8
5945,1,F,0,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,75.8,246.3
5946,0,F,0,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,N,Check_electron,76.1,257.6
5947,0,F,0,N,N,62,Y,Y,Fiber optic,N,N,N,N,Y,Y,Year-1,Y,Bank_transfer_auto,94.0,5757.2
5948,0,M,0,Y,Y,72,Y,Y,Fiber optic,Y,Y,Y,Y,N,Y,Year-2,N,Credit_card_auto,103.95,7517.7
5949,0,M,0,Y,N,63,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,19.95,1234.8
5950,1,M,1,N,N,20,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,N,Credit_card_auto,71.3,1389.2
5951,0,F,1,N,N,35,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-1,Y,Bank_transfer_auto,110.8,3836.3
5953,0,M,0,Y,N,62,Y,Y,Fiber optic,Y,Y,N,N,N,Y,Year-1,N,Check_electron,96.1,6001.45
5956,0,F,0,N,N,11,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_mailed,44.65,472.25
5957,1,F,0,Y,Y,17,Y,Y,Fiber optic,N,N,Y,N,Y,N,Per_month,N,Check_electron,88.25,1460.65
5958,0,F,0,N,N,61,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,19.45,1336.35
5961,0,M,0,N,N,35,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.25,677.9
5962,0,F,0,N,N,17,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,N,Bank_transfer_auto,70.5,1165.6
5965,0,F,0,Y,N,3,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.85,72
5966,0,M,0,N,N,3,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,19.65,68.35
5968,0,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_mailed,44.0,44
5969,0,F,0,Y,Y,44,Y,Y,Fiber optic,N,Y,Y,N,N,Y,Year-1,N,Check_electron,94.4,4295.35
5971,1,M,0,N,N,24,Y,Y,DSL,Y,N,N,N,N,N,Per_month,Y,Bank_transfer_auto,55.65,1400.55
5972,1,F,0,N,Y,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.65,69.65
5976,1,F,1,N,N,1,Y,N,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Check_electron,86.0,86
5977,1,F,0,N,N,53,Y,Y,Fiber optic,Y,N,Y,N,Y,Y,Year-1,Y,Credit_card_auto,106.95,5785.5
5981,0,F,0,N,N,34,Y,N,DSL,Y,N,Y,Y,Y,Y,Year-1,Y,Bank_transfer_auto,79.95,2727.3
5983,0,F,0,N,N,13,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,20.3,275.4
5986,0,F,0,Y,Y,47,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.75,948.9
5989,0,M,1,Y,N,59,N,No_phone,DSL,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,50.25,2997.45
5992,0,M,0,N,N,10,Y,N,DSL,Y,N,N,N,N,N,Per_month,Y,Check_mailed,51.65,524.5
5994,1,M,0,N,N,45,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Credit_card_auto,100.85,4740
5995,0,F,0,Y,Y,39,Y,N,DSL,N,N,Y,N,Y,N,Per_month,Y,Check_mailed,59.85,2341.5
5996,0,M,1,Y,N,71,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,25.45,1789.65
5998,0,F,0,Y,Y,33,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,24.15,800.3
5999,0,M,1,N,N,67,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,75.7,5060.85
6002,0,F,0,Y,N,9,Y,N,DSL,N,Y,N,N,N,N,Per_month,N,Check_mailed,50.85,466.6
6003,0,M,0,Y,N,52,Y,Y,Fiber optic,Y,N,Y,Y,N,N,Year-2,Y,Credit_card_auto,91.6,4627.8
6004,0,F,0,N,N,70,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Year-1,N,Check_electron,98.9,6838.6
6006,1,F,1,N,N,14,Y,Y,Fiber optic,N,Y,N,N,N,N,Per_month,Y,Check_electron,78.95,1101.85
6009,0,F,0,N,N,52,Y,Y,Fiber optic,N,Y,N,N,N,N,Year-1,Y,Check_mailed,80.2,4297.6
6010,0,M,0,N,N,6,Y,N,DSL,N,N,Y,N,Y,N,Per_month,N,Check_mailed,60.9,414.1
6012,1,F,1,N,N,47,Y,Y,Fiber optic,N,Y,Y,N,N,N,Per_month,Y,Bank_transfer_auto,85.2,3969.35
6015,0,M,0,N,N,69,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,19.1,1268.85
6016,0,F,0,N,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,112.75,8192.6
6017,0,M,0,N,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,19.95,59.25
6020,0,F,1,N,N,26,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,78.8,2006.1
6021,0,F,0,N,N,27,Y,N,DSL,N,Y,Y,Y,Y,Y,Year-1,N,Check_mailed,78.2,2078.95
6022,0,M,0,Y,Y,72,Y,Y,Fiber optic,Y,N,Y,N,Y,Y,Year-2,N,Bank_transfer_auto,105.25,7609.75
6024,0,M,0,Y,Y,62,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,20.65,1218.45
6025,0,M,0,N,N,20,Y,Y,DSL,N,Y,N,Y,Y,N,Year-1,Y,Check_electron,68.7,1416.2
6027,0,M,0,N,N,51,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,24.75,1234.6
6030,0,F,0,N,N,72,Y,Y,Fiber optic,Y,N,N,Y,N,N,Year-2,Y,Bank_transfer_auto,84.7,6185.15
6031,1,M,1,Y,N,13,Y,N,Fiber optic,N,Y,Y,N,Y,Y,Per_month,Y,Check_electron,98.0,1237.85
6033,1,M,1,N,N,3,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Per_month,Y,Check_electron,105.0,294.45
6037,1,F,1,Y,N,8,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,84.0,613.4
6040,0,M,0,Y,Y,56,Y,N,Fiber optic,N,Y,Y,Y,N,N,Year-1,Y,Check_mailed,85.85,4793.8
6041,0,F,0,N,N,36,N,No_phone,DSL,N,Y,N,Y,N,N,Per_month,Y,Bank_transfer_auto,34.85,1267.2
6042,1,F,0,Y,N,9,N,No_phone,DSL,N,N,Y,N,Y,Y,Per_month,Y,Check_electron,48.75,442.2
6044,1,M,0,N,N,12,Y,N,DSL,Y,N,N,Y,N,N,Per_month,N,Check_mailed,56.65,654.85
6046,1,F,0,N,N,42,Y,N,DSL,Y,Y,Y,Y,N,Y,Year-1,N,Credit_card_auto,73.9,3160.55
6047,1,F,0,Y,Y,33,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,24.5,740.3
6048,0,M,0,Y,N,70,Y,N,Fiber optic,Y,Y,N,Y,N,N,Year-2,N,Bank_transfer_auto,84.6,5706.2
6051,0,F,0,N,N,37,Y,Y,Fiber optic,N,N,N,Y,Y,Y,Per_month,N,Credit_card_auto,100.3,3541.4
6052,0,F,0,N,Y,4,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,25.45,84.2
6055,0,M,0,Y,Y,72,Y,N,DSL,Y,Y,N,Y,Y,N,Year-2,N,Bank_transfer_auto,68.4,4855.35
6056,1,F,0,N,N,31,Y,Y,Fiber optic,N,N,Y,N,N,Y,Per_month,Y,Check_electron,89.9,2806.9
6058,0,M,0,Y,N,11,Y,N,DSL,N,N,N,N,Y,N,Per_month,Y,Bank_transfer_auto,55.05,608.15
6059,0,F,0,Y,Y,33,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.8,641.35
6061,0,F,0,N,N,1,N,No_phone,DSL,N,N,Y,Y,N,N,Per_month,N,Check_mailed,35.9,35.9
6065,0,M,0,Y,Y,36,Y,N,DSL,Y,N,Y,N,N,Y,Year-1,Y,Credit_card_auto,63.7,2188.5
